index,water_level,reconstruction_error,is_anomaly
29,15.063598755588377,0.05959361419081688,0
30,15.070263110653116,0.05866286903619766,0
31,15.734747825771336,0.10002920031547546,0
32,14.93771334095508,0.04885159805417061,0
33,6.430073755711161,0.5835816860198975,1
34,14.295221718259867,0.022175177931785583,0
35,13.088535178796253,7.586871652165428e-05,0
36,12.878601408246888,0.0002475058427080512,0
37,11.5881045286664,0.027220306918025017,0
38,11.180608846310577,0.04449508339166641,0
39,11.125261185708965,0.04670172557234764,0
40,4.581605560864749,0.9420703649520874,1
41,10.477036482465042,0.07979799807071686,0
42,10.30730551528353,0.08929208666086197,0
43,10.33729488943126,0.08547953516244888,0
44,10.23314293117362,0.09104635566473007,0
45,10.856249552429812,0.05164692923426628,0
46,11.448873029692162,0.024667467921972275,0
47,12.503142233696003,0.0011768947588279843,0
48,12.931027816615996,0.00022031957632862031,0
49,12.939876227178734,0.00021984030900057405,0
50,14.161683435447353,0.023935697972774506,0
51,14.458348933088168,0.034784846007823944,0
52,14.758685908284672,0.04763519763946533,0
53,15.384567257070913,0.08249594271183014,0
54,15.58407495107072,0.09389103949069977,0
55,15.456490916261217,0.08274117857217789,0
56,14.662118575521855,0.03684224933385849,0
57,14.409382599593636,0.025475990027189255,0
58,14.068370048873865,0.013810286298394203,0
59,13.642389374706346,0.004371511284261942,0
60,12.541712914620842,0.003931705374270678,0
61,11.96463207276092,0.01687776669859886,0
62,11.066541005262057,0.05451378971338272,0
63,10.502056484758668,0.0886753648519516,0
64,10.6868324274739,0.0752478837966919,0
65,10.578887371871073,0.0809730514883995,0
66,10.043188805012887,0.11832520365715027,0
67,10.428301452103735,0.08793368935585022,0
68,10.46208334450409,0.08402659744024277,0
69,10.53332278186436,0.07779817283153534,0
70,11.328418681652526,0.03417128697037697,0
71,12.259178259801942,0.005687100812792778,0
72,12.408359179561058,0.0032824056688696146,0
73,13.50935432895629,0.004946517758071423,0
74,12.830349288266188,7.856231241021305e-05,0
75,14.35356095384307,0.027775857597589493,0
76,14.50298176946127,0.03319333866238594,0
77,14.609167596664928,0.037027131766080856,0
78,14.7835449801257,0.04422961175441742,0
79,14.046273177072736,0.015033483505249023,0
80,14.29839575605078,0.022469818592071533,0
81,14.045472305302544,0.01409963145852089,0
82,13.835152288291605,0.00860394723713398,0
83,12.604479502695266,0.0025875356514006853,0
84,18.244508675144672,0.3607393503189087,0
85,11.257512318747276,0.04465307295322418,0
86,11.050836560441487,0.055257268249988556,0
87,10.328286799048897,0.10087253153324127,0
88,9.644774616467856,0.1556956171989441,0
89,9.679436378481006,0.15023685991764069,0
90,9.44110651763936,0.16961461305618286,0
91,9.759723695355175,0.13788408041000366,0
92,9.480516422846971,0.16002123057842255,0
93,9.962711153490163,0.11598207801580429,0
94,10.434094734567235,0.07994744926691055,0
95,10.688984283348272,0.06275957822799683,0
96,11.837729091825326,0.013349511660635471,0
97,12.448549291791812,0.001927758101373911,0
98,12.949534036992736,0.0001991501048905775,0
99,13.370765151741557,0.0038583932910114527,0
100,13.389796240395077,0.003975340165197849,0
101,13.914564820434263,0.014935698360204697,0
102,14.000393803554982,0.01691899634897709,0
103,13.75530145593369,0.009913194924592972,0
104,13.676539605744557,0.007799930404871702,0
105,13.42829678506149,0.0033301955554634333,0
106,13.3354142728993,0.0020511941984295845,0
107,12.200043578089495,0.007640357594937086,0
108,11.55979993124241,0.026202457025647163,0
109,10.795940388700522,0.06243113800883293,0
110,9.623377615957487,0.14754797518253326,0
111,9.65789952501624,0.14261528849601746,0
112,9.272185230493664,0.17587363719940186,0
113,9.729865753219228,0.13192333281040192,0
114,8.83551661624373,0.2146272510290146,0
115,9.057399832281432,0.18840226531028748,0
116,16.80668861931194,0.21585915982723236,0
117,9.243522971501074,0.17003993690013885,0
118,10.446388599725593,0.07383023202419281,0
119,10.924791636018467,0.046369489282369614,0
