timestamp,water_level,is_anomaly
2024-01-01 00:00:00,12.14901424590337,0
2024-01-01 01:00:00,12.636481277826006,0
2024-01-01 02:00:00,13.506090636299348,0
2024-01-01 03:00:00,21.43040434777573,1
2024-01-01 04:00:00,14.218051309985032,0
2024-01-01 05:00:00,14.498302764368248,0
2024-01-01 06:00:00,15.157780591817268,0
2024-01-01 07:00:00,14.859100220550559,0
2024-01-01 08:00:00,20.348303051380068,1
2024-01-01 09:00:00,14.203758215606292,0
2024-01-01 10:00:00,13.413247511649377,0
2024-01-01 11:00:00,12.838242306141018,0
2024-01-01 12:00:00,12.431695672763857,0
2024-01-01 13:00:00,11.16578321646481,0
2024-01-01 14:00:00,10.64652465024609,0
2024-01-01 15:00:00,10.50417244947361,0
2024-01-01 16:00:00,9.997743200889474,0
2024-01-01 17:00:00,10.171515782514712,0
2024-01-01 18:00:00,9.744384618830624,0
2024-01-01 19:00:00,9.702324252899237,0
2024-01-01 20:00:00,10.838769311432106,0
2024-01-01 21:00:00,10.75118558183691,0
2024-01-01 22:00:00,11.378699958870236,0
2024-01-01 23:00:00,11.554905309896023,0
2024-01-02 00:00:00,12.486150368616867,0
2024-01-02 01:00:00,13.349002613482599,0
2024-01-02 02:00:00,13.591692946226106,0
2024-01-02 03:00:00,14.584855717852697,0
2024-01-02 04:00:00,14.705692225513005,0
2024-01-02 05:00:00,15.063598755588375,0
2024-01-02 06:00:00,15.070263110653116,0
2024-01-02 07:00:00,15.734747825771336,0
2024-01-02 08:00:00,14.93771334095508,0
2024-01-02 09:00:00,6.430073755711161,1
2024-01-02 10:00:00,14.295221718259869,0
2024-01-02 11:00:00,13.088535178796251,0
2024-01-02 12:00:00,12.878601408246887,0
2024-01-02 13:00:00,11.588104528666399,0
2024-01-02 14:00:00,11.180608846310577,0
2024-01-02 15:00:00,11.125261185708965,0
2024-01-02 16:00:00,4.581605560864749,1
2024-01-02 17:00:00,10.477036482465042,0
2024-01-02 18:00:00,10.30730551528353,0
2024-01-02 19:00:00,10.33729488943126,0
2024-01-02 20:00:00,10.233142931173619,0
2024-01-02 21:00:00,10.856249552429812,0
2024-01-02 22:00:00,11.448873029692162,0
2024-01-02 23:00:00,12.503142233696003,0
2024-01-03 00:00:00,12.931027816615996,0
2024-01-03 01:00:00,12.939876227178734,0
2024-01-03 02:00:00,14.161683435447353,0
2024-01-03 03:00:00,14.458348933088168,0
2024-01-03 04:00:00,14.758685908284672,0
2024-01-03 05:00:00,15.384567257070913,0
2024-01-03 06:00:00,15.58407495107072,0
2024-01-03 07:00:00,15.456490916261217,0
2024-01-03 08:00:00,14.662118575521857,0
2024-01-03 09:00:00,14.409382599593636,0
2024-01-03 10:00:00,14.068370048873865,0
2024-01-03 11:00:00,13.642389374706346,0
2024-01-03 12:00:00,12.541712914620842,0
2024-01-03 13:00:00,11.964632072760919,0
2024-01-03 14:00:00,11.066541005262055,0
